========== REACTION WHEEL SPEEDS AND CONTROL SIGNALS ==========
X [rad/s]	Y [rad/s]	Z [rad/s]	X [%]	Y [%]	Z [%]	X [Brake]	Y [Brake]	Z [Brake]
-1.471269,	-798.025020,	40.960278,	-3.503982,	-87.058556,	7.426506,	0,	0,	0,
-2.493049,	-795.886716,	40.963180,	-3.467989,	-87.255318,	7.112284,	0,	0,	0,
-2.948838,	-795.409510,	39.731588,	-3.671062,	-87.083282,	7.364855,	0,	0,	0,
-4.012206,	-794.455444,	40.003244,	-3.674962,	-86.948380,	6.859408,	0,	0,	0,
-4.648872,	-793.368474,	38.178158,	-3.784725,	-86.287323,	7.055341,	0,	0,	0,
-5.451706,	-790.138747,	37.880717,	-3.750113,	-87.031616,	7.184419,	0,	0,	0,
-5.784980,	-791.172790,	38.213533,	-5.441457,	-76.091827,	7.217856,	0,	0,	0,
-12.618064,	-748.839507,	38.539245,	-4.886861,	-75.067581,	7.252838,	0,	0,	0,
-14.434117,	-720.082810,	38.866866,	-4.340673,	-70.623070,	7.287006,	0,	0,	0,
-13.351564,	-685.835153,	39.192412,	-3.952006,	-67.137230,	7.321244,	0,	0,	0,
-11.193516,	-652.141643,	39.517020,	-3.111810,	-63.330303,	7.355020,	0,	0,	0,
-6.634823,	-617.511707,	39.839265,	-2.541580,	-59.589882,	7.388615,	0,	0,	0,
-1.732948,	-582.595614,	40.159418,	-1.962019,	-55.186951,	7.421724,	0,	0,	0,
-0.000000,	-544.912031,	40.476445,	4.925846,	-51.709068,	7.454442,	0,	0,	0,
8.919643,	-509.242035,	40.790107,	5.385686,	-47.513313,	7.486883,	0,	0,	0,
14.230849,	-471.931068,	41.100716,	5.736706,	-43.641693,	7.518272,	0,	0,	0,
18.712066,	-434.933425,	41.405413,	6.303601,	-40.195522,	7.549341,	0,	0,	0,
23.555582,	-399.788710,	41.705401,	6.555681,	-35.981094,	7.579557,	0,	0,	0,
27.375184,	-362.711391,	41.999289,	6.785569,	-32.837574,	7.608966,	0,	0,	0,
30.509381,	-328.707991,	42.286443,	6.820402,	-28.745361,	7.637305,	0,	0,	0,
32.477504,	-292.777258,	42.565462,	7.002794,	0.959667,	7.664678,	0,	1,	0,
34.343409,	-253.559512,	42.835936,	7.013719,	1.885618,	7.690533,	0,	1,	0,
35.476593,	-216.697771,	43.095461,	6.754936,	3.190627,	7.714069,	0,	1,	0,
35.123054,	-181.954406,	43.339487,	6.998534,	5.844885,	7.735239,	0,	1,	0,
35.872565,	-148.571331,	43.565169,	6.757890,	-22.370928,	7.715929,	0,	0,	0,
35.366025,	-162.498893,	43.621250,	7.499609,	14.745414,	95.818001,	0,	1,	0,
37.981205,	-125.704902,	389.445274,	7.274598,	14.077963,	97.690704,	0,	1,	0,
38.626194,	-94.308956,	598.871053,	6.073161,	7.328562,	100.000000,	0,	1,	0,
34.287566,	-69.480020,	730.308718,	5.758728,	10.839261,	100.000000,	0,	1,	0,
30.518256,	-46.505382,	807.111789,	5.733583,	20.260515,	100.000000,	0,	1,	0,
28.217044,	-24.944331,	851.990186,	5.367581,	33.334724,	100.000000,	0,	1,	0,
25.435854,	-5.983332,	878.214015,	5.596145,	9.084044,	100.000000,	0,	0,	0,
24.707810,	23.534896,	893.537404,	5.418347,	10.415842,	100.000000,	0,	0,	0,
23.584552,	42.513819,	902.491332,	5.089427,	12.457366,	100.000000,	0,	0,	0,
21.637222,	61.616551,	907.723388,	5.229779,	14.434660,	100.000000,	0,	0,	0,
21.050203,	80.539534,	910.780639,	5.060615,	16.353006,	100.000000,	0,	0,	0,
20.043239,	99.126120,	912.567085,	5.055397,	17.364708,	100.000000,	0,	0,	0,
19.434360,	113.957655,	913.610960,	5.090129,	19.141846,	100.000000,	0,	0,	0,
19.214894,	129.599254,	914.220928,	4.759037,	19.231377,	100.000000,	0,	0,	0,
17.787149,	139.090521,	914.577352,	4.768168,	20.674824,	100.000000,	0,	0,	0,
16.988714,	150.301937,	914.785621,	4.361475,	20.982536,	100.000000,	0,	0,	0,
14.925939,	158.060851,	914.907319,	4.607900,	21.896578,	100.000000,	0,	0,	0,
14.687785,	166.182138,	914.978431,	4.377404,	21.511511,	100.000000,	0,	0,	0,
13.643954,	169.416310,	915.019984,	4.359904,	22.030045,	100.000000,	0,	0,	0,
12.965326,	173.341325,	915.044264,	4.275702,	22.154388,	100.000000,	0,	0,	0,
12.238300,	176.122869,	915.058452,	4.541976,	22.727898,	100.000000,	0,	0,	0,
12.858571,	179.999173,	915.066743,	4.236476,	21.975172,	100.000000,	0,	0,	0,
12.021959,	179.309849,	915.071587,	4.272222,	21.031136,	100.000000,	0,	0,	0,
11.673401,	175.201813,	915.074418,	4.192424,	20.865396,	100.000000,	0,	0,	0,
11.156528,	172.150853,	915.076072,	3.866065,	19.723913,	100.000000,	0,	0,	0,
9.573580,	165.887883,	915.077038,	3.991690,	19.544210,	100.000000,	0,	0,	0,
9.141680,	161.522923,	915.077603,	3.831530,	18.182573,	100.000000,	0,	0,	0,
8.260695,	153.628061,	915.077933,	4.126981,	17.938080,	100.000000,	0,	0,	0,
8.905522,	148.055240,	915.078126,	4.099997,	16.383066,	100.000000,	0,	0,	0,
9.176404,	138.695606,	915.078239,	3.914782,	15.311715,	100.000000,	0,	0,	0,
8.607742,	129.021545,	915.078305,	4.049077,	13.862088,	100.000000,	0,	0,	0,
8.802549,	117.679062,	915.078343,	3.834218,	12.657134,	100.000000,	0,	0,	0,
8.073080,	106.321984,	915.078365,	3.948421,	11.935992,	100.000000,	0,	0,	0,
8.095065,	96.855289,	915.078379,	3.964225,	10.215464,	100.000000,	0,	0,	0,
8.169942,	84.570716,	915.078386,	4.044132,	9.474351,	100.000000,	0,	0,	0,
8.527319,	74.483674,	915.078391,	3.825611,	7.310307,	100.000000,	0,	0,	0,
7.878476,	60.095863,	915.078393,	3.890593,	6.497476,	100.000000,	0,	0,	0,
7.754381,	48.498345,	915.078395,	3.810516,	4.806354,	100.000000,	0,	0,	0,
7.367578,	35.084087,	915.078396,	3.867096,	3.417706,	100.000000,	0,	0,	0,
7.363628,	21.795427,	915.078396,	3.940041,	2.644860,	100.000000,	0,	0,	0,
7.647618,	10.997114,	915.078397,	3.929634,	0.896068,	100.000000,	0,	0,	0,
7.772716,	-0.000000,	915.078397,	3.959970,	-6.265959,	100.000000,	0,	0,	0,
7.964881,	-12.473807,	915.078397,	3.920950,	-7.204389,	100.000000,	0,	0,	0,
7.924019,	-23.445871,	915.078397,	3.835631,	-9.275498,	100.000000,	0,	0,	0,
7.565275,	-37.986071,	915.078397,	3.971213,	-9.908092,	100.000000,	0,	0,	0,
7.887793,	-48.965222,	915.078397,	3.994830,	-10.993187,	100.000000,	0,	0,	0,
8.168945,	-59.639558,	915.078397,	4.057693,	-11.554752,	100.000000,	0,	0,	0,
8.579961,	-68.080985,	915.078397,	3.751447,	-13.412818,	100.000000,	0,	0,	0,
7.618149,	-80.306280,	915.078397,	4.033414,	-13.758728,	100.000000,	0,	0,	0,
8.162825,	-88.807557,	915.078397,	4.111151,	-14.936790,	100.000000,	0,	0,	0,
8.786204,	-98.398880,	915.078397,	4.042062,	-15.844950,	100.000000,	0,	0,	0,
8.879297,	-107.567817,	915.078397,	3.956396,	-16.345858,	100.000000,	0,	0,	0,
8.597464,	-114.891520,	915.078397,	4.008218,	-17.652288,	100.000000,	0,	0,	0,
8.636175,	-124.298586,	915.078397,	4.002233,	-17.521111,	100.000000,	0,	0,	0,
8.635303,	-129.280565,	915.078397,	4.159289,	-18.244329,	100.000000,	0,	0,	0,
9.251225,	-135.030246,	915.078397,	4.088509,	-18.890348,	100.000000,	0,	0,	0,
9.333322,	-140.925517,	915.078397,	3.812816,	-19.536335,	100.000000,	0,	0,	0,
8.299229,	-146.905734,	915.078397,	3.845013,	-20.688885,	100.000000,	0,	0,	0,
7.821345,	-154.923794,	915.078397,	3.903592,	-20.106091,	100.000000,	0,	0,	0,
7.772021,	-157.321588,	915.078397,	3.949456,	-20.908415,	100.000000,	0,	0,	0,
7.923209,	-161.871730,	915.078397,	4.088626,	-20.616379,	100.000000,	0,	0,	0,
8.557780,	-163.384307,	915.078397,	4.080361,	-20.823999,	100.000000,	0,	0,	0,
8.896142,	-165.083042,	915.078397,	3.748358,	-21.867184,	100.000000,	0,	0,	0,
7.790781,	-170.170052,	915.078397,	3.875706,	-21.144892,	100.000000,	0,	0,	0,
7.644710,	-170.307629,	915.078397,	4.051494,	-21.105082,	100.000000,	0,	0,	0,
8.249306,	-170.231769,	915.078397,	4.001433,	-20.821890,	100.000000,	0,	0,	0,
8.406105,	-169.075945,	915.078397,	3.718309,	-21.657589,	100.000000,	0,	0,	0,
7.386497,	-171.680591,	915.078397,	3.898803,	-21.016022,	100.000000,	0,	0,	0,
7.499130,	-170.684483,	915.078397,	3.937691,	-20.283245,	100.000000,	0,	0,	0,
7.717574,	-167.226356,	915.078397,	3.840919,	-20.331604,	100.000000,	0,	0,	0,
7.465400,	-165.395469,	915.078397,	3.734190,	-20.349842,	100.000000,	0,	0,	0,
6.899145,	-164.397208,	915.078397,	3.872328,	-19.674177,	100.000000,	0,	0,	0,
7.110441,	-161.161981,	915.078397,	3.846468,	-20.074917,	100.000000,	0,	0,	0,
7.132410,	-160.844399,	915.078397,	3.663877,	-19.622744,	100.000000,	0,	0,	0,
6.428598,	-158.884094,	915.078397,	3.910018,	-19.039124,	100.000000,	0,	0,	0,
6.983417,	-155.447981,	915.078397,	3.763354,	-19.099285,	100.000000,	0,	0,	0,
6.731972,	-153.676282,	915.078397,	3.701356,	-19.001087,	100.000000,	0,	0,	0,
6.341710,	-152.255608,	915.078397,	3.611301,	-18.466721,	100.000000,	0,	0,	0,
5.760213,	-149.328132,	915.078397,	4.231189,	0.141540,	100.000000,	0,	1,	0,
7.853421,	-122.599247,	915.078397,	3.092064,	-19.701319,	100.000000,	0,	0,	0,
4.605600,	-136.844674,	915.078397,	4.010866,	-12.039496,	100.000000,	0,	0,	0,
6.313998,	-115.096879,	915.078397,	3.831538,	-14.451236,	100.000000,	0,	0,	0,
6.608425,	-111.854793,	915.078397,	3.688871,	-12.960599,	100.000000,	0,	0,	0,
6.220514,	-104.109751,	915.078397,	3.541508,	-14.054453,	100.000000,	0,	0,	0,
5.415464,	-103.877346,	915.078397,	3.219802,	-14.473473,	100.000000,	0,	0,	0,
3.682387,	-105.386152,	915.078397,	3.468686,	-12.792319,	100.000000,	0,	0,	0,
3.646541,	-99.669446,	915.078397,	3.355175,	-14.026592,	98.573067,	0,	0,	0,
3.180073,	-101.173389,	909.477836,	3.211942,	-14.578241,	96.514626,	0,	0,	0,
2.345329,	-104.217353,	898.126093,	3.420449,	-13.825187,	93.431717,	0,	0,	0,
2.675930,	-103.040375,	879.392833,	3.397981,	-13.563093,	90.415100,	0,	0,	0,
2.780927,	-101.323942,	856.606512,	3.203668,	-14.299098,	86.597878,	0,	0,	0,
2.079622,	-103.209718,	828.309572,	3.380511,	-13.200328,	82.600883,	0,	0,	0,
2.363917,	-99.999079,	796.087023,	3.530485,	-12.967938,	77.863945,	0,	0,	0,
3.118672,	-97.210900,	758.666417,	3.397674,	-12.755555,	73.248894,	0,	0,	0,
3.038428,	-94.748099,	718.686821,	3.568706,	-12.230668,	68.041801,	0,	0,	0,
3.662823,	-91.248883,	674.888231,	3.556262,	-12.209780,	62.838192,	0,	0,	0,
3.978834,	-89.122199,	628.871753,	3.606718,	-11.713061,	57.312828,	0,	0,	0,
4.361523,	-85.929945,	580.296445,	3.659171,	-11.689954,	51.370937,	0,	0,	0,
4.791014,	-83.973919,	528.591109,	3.524988,	-11.597307,	1.601528,	0,	0,	1,
4.515324,	-82.467324,	468.261115,	3.549986,	-11.827101,	4.320165,	0,	0,	1,
4.452342,	-82.488890,	408.071669,	3.733718,	-10.965594,	7.930657,	0,	0,	1,
5.136669,	-79.120170,	347.963367,	3.692648,	-10.813697,	12.211596,	0,	0,	1,
5.375347,	-76.555542,	288.842578,	3.793008,	-9.921516,	17.500111,	0,	0,	1,
5.908716,	-71.555238,	231.587098,	3.835822,	-10.040678,	25.869925,	0,	0,	1,
6.388421,	-69.101103,	175.828948,	3.716660,	-9.749351,	37.305717,	0,	0,	1,
6.201029,	-66.523647,	123.199579,	3.837717,	-9.009012,	54.318569,	0,	0,	1,
6.566668,	-62.111811,	75.558054,	4.008535,	-8.788413,	-4.064106,	0,	0,	0,
7.450765,	-58.668012,	54.800522,	3.794575,	-9.036834,	-9.489491,	0,	0,	0,
7.127597,	-57.630718,	-9.394825,	3.688313,	-9.014735,	-20.092825,	0,	0,	0,
6.521693,	-56.937862,	-72.232468,	3.985156,	-7.047297,	-24.316072,	0,	0,	0,
7.332722,	-48.811017,	-125.526232,	3.530211,	-7.432755,	-30.382383,	0,	0,	0,
6.021021,	-45.575133,	-180.477043,	3.568651,	-7.424669,	-35.558163,	0,	0,	0,
5.405428,	-43.652570,	-232.900875,	3.664412,	-6.755342,	-40.421398,	0,	0,	0,
5.421567,	-39.902120,	-282.621415,	3.641425,	-6.641536,	-45.110249,	0,	0,	0,
5.340776,	-37.263943,	-330.077894,	3.579402,	-6.373690,	-49.882603,	0,	0,	0,
5.050137,	-34.671107,	-376.539157,	3.436600,	-6.414142,	-53.986847,	0,	0,	0,
4.319825,	-33.314802,	-419.796624,	3.476377,	-6.032557,	-57.637543,	0,	0,	0,
4.049198,	-31.024589,	-459.401885,	3.367425,	-5.813399,	-61.556232,	0,	0,	0,
3.463439,	-28.826179,	-497.924898,	3.396298,	-5.126075,	-64.863029,	0,	0,	0,
3.234487,	-24.843907,	-533.413905,	3.170564,	-5.014577,	-67.865021,	0,	0,	0,
2.214722,	-22.079325,	-565.933720,	3.334143,	-5.161439,	-70.779541,	0,	0,	0,
2.260870,	-21.040311,	-596.375230,	3.389756,	-4.325432,	-72.981087,	0,	0,	0,
2.506111,	-17.151944,	-622.803974,	3.342074,	-3.903647,	-74.977219,	0,	0,	0,
2.462265,	-13.224390,	-646.081707,	3.308951,	-4.634828,	-76.715004,	0,	0,	0,
2.306643,	-13.799209,	-666.504225,	3.177677,	-3.574217,	-78.205894,	0,	0,	0,
1.700471,	-9.972307,	-684.289317,	3.093858,	-4.087442,	-79.296761,	0,	0,	0,
1.017284,	-9.750486,	-698.963227,	3.083762,	-3.829296,	-79.915657,	0,	0,	0,
0.578452,	-8.607673,	-709.966746,	3.003658,	-3.912790,	-80.244484,	0,	0,	0,
0.007629,	-8.267596,	-717.687052,	-3.331098,	-3.581238,	-80.747269,	0,	0,	0,
-2.655969,	-6.767572,	-724.171641,	-3.280789,	-4.116639,	-81.010117,	0,	0,	0,
-2.309295,	-7.992453,	-728.992435,	-3.191965,	-3.218880,	-80.404129,	0,	0,	0,
-1.758099,	-5.184582,	-729.430938,	-3.052689,	-3.306876,	-79.528313,	0,	0,	0,
-0.889374,	-3.889231,	-726.249682,	-3.247575,	-3.414329,	-78.967041,	0,	0,	0,
-1.146658,	-3.554059,	-722.187845,	-3.197644,	-3.428766,	-77.440178,	0,	0,	0,
-1.101022,	-3.414870,	-713.821613,	-3.053407,	-2.895977,	-76.656670,	0,	0,	0,
-0.508241,	-1.242398,	-705.857780,	-3.396453,	-3.880215,	-74.976524,	0,	0,	0,
-1.508280,	-3.835987,	-694.609876,	-3.217211,	-3.329420,	-73.125671,	0,	0,	0,
-1.389127,	-3.189688,	-680.772979,	-2.921081,	-3.172018,	-71.257660,	0,	0,	0,
-0.157226,	-2.194248,	-665.355908,	-3.105002,	-3.385945,	-68.931290,	0,	0,	0,
-0.159257,	-2.452223,	-647.216484,	-3.095526,	-3.573356,	-67.013496,	0,	0,	0,
-0.123254,	-3.338534,	-629.089926,	-3.170612,	-3.267655,	-64.515198,	0,	0,	0,
-0.396921,	-2.656590,	-608.692464,	-3.368989,	-3.612561,	-62.144573,	0,	0,	0,
-1.335442,	-3.611830,	-587.469151,	-3.124819,	-3.265440,	-59.623486,	0,	0,	0,
-0.925507,	-2.807593,	-565.172715,	-3.278904,	-3.465224,	-56.979050,	0,	0,	0,
-1.290737,	-3.121782,	-541.765092,	-3.394826,	-3.808159,	-53.962673,	0,	0,	0,
-1.959130,	-4.651355,	-516.248342,	-3.457058,	-3.842446,	-51.232731,	0,	0,	0,
-2.593948,	-5.679706,	-490.623386,	-3.196432,	-3.624140,	-48.746555,	0,	0,	0,
-1.941962,	-5.423775,	-465.891962,	-3.203459,	-3.401478,	-45.525589,	0,	0,	0,
-1.588567,	-4.400301,	-438.798681,	-3.346627,	-3.785303,	-42.860268,	0,	0,	0,
-1.943988,	-5.308726,	-412.506140,	-3.288160,	-4.189025,	-39.744709,	0,	0,	0,
-1.922195,	-7.424113,	-384.914364,	-3.390334,	-4.173441,	-36.972233,	0,	0,	0,
-2.310481,	-8.599033,	-357.909966,	-3.239323,	-3.907397,	-34.096291,	0,	0,	0,
-1.944667,	-8.241381,	-330.842698,	-3.051416,	-3.589682,	-31.471460,	0,	0,	0,
-0.993395,	-6.785396,	-304.724282,	-3.462485,	-4.298184,	-28.409519,	0,	0,	0,
-2.050939,	-8.715415,	-277.444695,	-3.220998,	-4.039050,	-25.746969,	0,	0,	0,
-1.721084,	-8.826111,	-251.054168,	-3.280324,	-4.001380,	-22.889433,	0,	0,	0,
-1.761188,	-8.742942,	-224.417845,	-3.131073,	-4.521990,	-20.305340,	0,	0,	0,
-1.198828,	-10.737683,	-198.711132,	-3.226862,	-4.284139,	-17.619135,	0,	0,	0,
-1.246187,	-10.969732,	-173.146840,	-3.414059,	-4.743351,	-15.146674,	0,	0,	0,
-2.008588,	-12.907685,	-148.504693,	-3.413109,	-4.846097,	-13.068442,	0,	0,	0,
-2.450352,	-14.443356,	-125.948689,	-3.330888,	-5.296718,	3.844648,	0,	0,	1,
-2.385782,	-17.109336,	-99.313957,	-3.306682,	-4.917859,	7.699713,	0,	0,	1,
-2.253046,	-17.180168,	-73.801867,	-3.247615,	-5.112231,	11.128451,	0,	0,	1,
-1.943652,	-17.984446,	-50.219311,	-3.332267,	-4.884738,	20.997740,	0,	0,	1,
-2.095111,	-17.561526,	-27.947287,	-3.319376,	-5.491806,	29.447769,	0,	0,	1,
-2.133017,	-19.697077,	-8.648984,	-3.504170,	-5.322459,	1.032858,	0,	0,	0,
-2.880464,	-20.280276,	-0.000000,	-3.188995,	-5.601535,	9.267874,	0,	0,	0,
-2.080193,	-21.716401,	25.961639,	-3.374682,	-5.688834,	9.556836,	0,	0,	0,
-2.341374,	-22.898214,	40.560332,	-3.479732,	-6.096600,	11.420915,	0,	0,	0,
-2.906299,	-25.189221,	56.407108,	-3.164072,	-5.573106,	12.874992,	0,	0,	0,
-1.997468,	-24.473269,	71.373967,	-3.005575,	-5.998467,	14.233078,	0,	0,	0,
-0.844328,	-25.724414,	85.449904,	-3.263201,	-6.077219,	15.400326,	0,	0,	0,
-1.181666,	-26.764588,	98.256231,	-3.199079,	-6.217854,	16.241047,	0,	0,	0,
-1.127111,	-27.924373,	109.039102,	-2.989586,	-5.892913,	17.665777,	0,	0,	0,
-0.272998,	-27.326710,	120.931781,	-3.229676,	-5.904879,	18.542364,	0,	0,	0,
-0.716238,	-27.024441,	131.321549,	-3.051567,	-6.349207,	19.063457,	0,	0,	0,
-0.276179,	-28.591759,	139.437846,	-3.143864,	-6.077717,	19.935394,	0,	0,	0,
-0.381294,	-28.442022,	147.602707,	-3.036243,	-6.401262,	20.596466,	0,	0,	0,
-0.020317,	-29.624405,	154.968323,	-3.132087,	-6.915438,	20.783783,	0,	0,	0,
-0.185565,	-32.333394,	160.007478,	3.322552,	-6.340461,	21.069988,	0,	0,	0,
2.518454,	-31.659616,	164.075337,	3.305429,	-6.611391,	21.627113,	0,	0,	0,
2.325650,	-32.329276,	168.638968,	3.243313,	-6.838965,	21.718861,	0,	0,	0,
1.969192,	-33.613785,	171.665737,	3.340693,	-6.524375,	21.617805,	0,	0,	0,
2.143106,	-33.129630,	173.037740,	3.278457,	-6.824467,	21.919336,	0,	0,	0,
2.000461,	-34.024551,	175.022920,	3.317593,	-7.290617,	21.510279,	0,	0,	0,
2.070714,	-36.377073,	174.577415,	3.306236,	-7.263501,	21.974859,	0,	0,	0,
2.067190,	-37.645296,	176.140521,	3.229200,	-7.787993,	21.711500,	0,	0,	0,
1.762773,	-40.444933,	176.020236,	3.210131,	-7.295462,	21.523922,	0,	0,	0,
1.510048,	-40.147713,	175.213725,	3.485685,	-7.469163,	21.364408,	0,	0,	0,
2.443894,	-40.655797,	174.116383,	3.417918,	-7.591858,	21.535542,	0,	0,	0,
2.723592,	-41.434253,	174.146851,	3.281966,	-7.571663,	20.566431,	0,	0,	0,
2.353429,	-41.809863,	170.360999,	3.512563,	-7.119948,	20.370487,	0,	0,	0,
3.042201,	-40.256413,	167.379750,	3.372727,	-8.087890,	19.639730,	0,	0,	0,
2.895830,	-43.147750,	162.769572,	3.309815,	-8.304381,	19.442574,	0,	0,	0,
2.563377,	-45.686954,	159.301884,	3.326613,	-8.187790,	18.685543,	0,	0,	0,
2.435047,	-46.713081,	154.304343,	3.540080,	-8.198856,	18.286802,	0,	0,	0,
3.197892,	-47.356112,	149.819110,	3.443220,	-8.037294,	17.643208,	0,	0,	0,
3.263483,	-47.097742,	144.672210,	3.461264,	-8.172694,	17.002110,	0,	0,	0,
3.372632,	-47.478198,	139.148477,	3.737076,	-7.884264,	16.719835,	0,	0,	0,
4.518942,	-46.568452,	134.812893,	3.816558,	-7.930704,	15.366316,	0,	0,	0,
5.500726,	-46.219131,	126.967059,	3.785218,	-7.712149,	15.368467,	0,	0,	0,
5.951403,	-45.157206,	122.390940,	3.758084,	-7.354821,	14.645884,	0,	0,	0,
6.108251,	-43.134219,	116.880909,	3.468900,	-8.548639,	13.630960,	0,	0,	0,
5.064885,	-46.637734,	109.677764,	3.701194,	-7.760877,	12.518959,	0,	0,	0,
5.366946,	-45.593061,	101.104257,	3.769894,	-7.732363,	12.290174,	0,	0,	0,
5.813089,	-44.870715,	95.196538,	3.713992,	-7.177993,	11.525339,	0,	0,	0,
5.854373,	-42.272780,	88.742579,	3.782568,	-7.892983,	10.566072,	0,	0,	0,
6.147652,	-43.560990,	81.206312,	3.745126,	-7.732031,	10.611653,	0,	0,	0,
6.172068,	-43.682008,	76.981540,	3.577102,	-7.860695,	9.156530,	0,	0,	0,
5.526857,	-44.257717,	68.801673,	3.710562,	-7.600749,	9.100027,	0,	0,	0,
5.673657,	-43.573859,	63.800155,	3.749153,	-7.666110,	7.851230,	0,	0,	0,
5.910903,	-43.430794,	55.976218,	3.917560,	-7.421060,	7.887390,	0,	0,	0,
6.710511,	-42.385404,	51.546377,	3.783292,	-7.326102,	6.989087,	0,	0,	0,
6.650761,	-41.401850,	45.432140,	3.849410,	-7.367976,	6.969318,	0,	0,	0,
6.875351,	-40.991481,	41.781814,	3.892277,	-7.670335,	6.065546,	0,	0,	0,
7.174834,	-41.938417,	36.101605,	3.689500,	-7.924338,	5.831758,	0,	0,	0,
6.553954,	-43.488673,	31.864892,	4.023694,	-6.833518,	5.532722,	0,	0,	0,
7.502832,	-40.113182,	28.215563,	3.946296,	-7.339564,	4.819552,	0,	0,	0,
7.753513,	-40.126957,	23.284036,	4.063758,	-7.384153,	4.601239,	0,	0,	0,
8.361019,	-40.310013,	19.545536,	4.063159,	-6.897566,	4.282970,	0,	0,	0,
8.713651,	-38.507176,	16.111843,	3.935613,	-7.235074,	3.927242,	0,	0,	0,
8.419102,	-38.778407,	12.709237,	3.856274,	-7.490139,	3.647388,	0,	0,	0,
7.935589,	-39.937996,	9.622591,	3.952330,	-7.294030,	3.796037,	0,	0,	0,
8.030066,	-39.845874,	8.402401,	4.206903,	-6.307191,	3.210942,	0,	0,	0,
9.084443,	-35.918808,	5.392971,	4.317036,	-6.569807,	3.180658,	0,	0,	0,
10.132809,	-34.654840,	3.515607,	3.942401,	-6.936868,	3.046324,	0,	0,	0,
9.275000,	-35.356940,	1.891360,	4.012905,	-6.746715,	3.243701,	0,	0,	0,
9.050477,	-35.020868,	1.716946,	4.113894,	-6.511395,	3.136988,	0,	0,	0,
9.315652,	-33.900885,	1.196191,	4.162662,	-6.283191,	2.802222,	0,	0,	0,
9.662009,	-32.350768,	-0.000000,	3.930715,	-6.641500,	2.929101,	0,	0,	0,
8.954029,	-32.851315,	-0.000000,	3.833753,	-6.628765,	-3.393753,	0,	0,	0,
8.159771,	-33.093815,	-1.200702,	4.305534,	-5.991081,	-3.158309,	0,	0,	0,
9.547351,	-30.732674,	-0.978218,	4.151059,	-6.110573,	-3.175438,	0,	0,	0,
9.751860,	-29.821979,	-0.915442,	3.861930,	-6.070850,	-3.271040,	0,	0,	0,
8.736559,	-29.133923,	-1.253990,	3.947881,	-5.553705,	-3.197175,	0,	0,	0,
8.480636,	-26.702133,	-1.161902,	4.052127,	-5.737390,	-3.069699,	0,	0,	0,
8.740247,	-26.002105,	-0.607762,	3.970857,	-5.860876,	-3.098952,	0,	0,	0,
8.572971,	-26.077728,	-0.398775,	3.800834,	-6.080492,	3.511199,	0,	0,	0,
7.807903,	-26.983888,	3.134288,	4.216963,	-5.181644,	3.584772,	0,	0,	0,
8.994112,	-23.985503,	3.781892,	4.228786,	-5.216351,	4.101488,	0,	0,	0,
9.733653,	-22.369672,	6.188362,	4.022145,	-5.466767,	3.827789,	0,	0,	0,
9.354749,	-22.408351,	6.520299,	3.846611,	-5.932007,	4.059239,	0,	0,	0,
8.444389,	-24.256968,	7.622677,	3.643528,	-6.060144,	3.984676,	0,	0,	0,
7.115362,	-25.840096,	7.974179,	3.967946,	-5.544156,	4.535494,	0,	0,	0,
7.612075,	-24.739969,	10.341474,	3.942580,	-5.990104,	4.746193,	0,	0,	0,
7.802761,	-25.847428,	12.551729,	4.124732,	-5.372506,	4.839537,	0,	0,	0,
8.629113,	-24.070544,	14.209613,	4.061368,	-5.289621,	5.184316,	0,	0,	0,
8.863275,	-22.706942,	16.531585,	4.039929,	-5.551501,	5.433739,	0,	0,	0,
8.915961,	-22.937998,	18.867345,	4.012331,	-5.832411,	5.398157,	0,	0,	0,
8.838426,	-24.175555,	20.092544,	4.181871,	-4.773936,	5.760124,	0,	0,	0,
9.458546,	-20.744296,	22.229150,	4.058411,	-5.418095,	5.895309,	0,	0,	0,
9.336335,	-21.267561,	24.008220,	4.087428,	-5.451922,	6.310089,	0,	0,	0,
9.378812,	-21.706087,	26.675753,	4.192408,	-4.688800,	6.519467,	0,	0,	0,
9.815666,	-18.967160,	29.056262,	4.148641,	-5.838714,	6.257717,	0,	0,	0,
9.899154,	-21.880009,	29.419925,	4.143459,	-5.367512,	6.860633,	0,	0,	0,
9.927599,	-21.732658,	31.998807,	4.397335,	-4.777345,	7.106064,	0,	0,	0,
10.940657,	-19.330216,	34.469017,	4.258389,	-5.207794,	7.085725,	0,	0,	0,
10.987270,	-19.615861,	35.832607,	4.132559,	-6.013144,	7.246655,	0,	0,	0,
10.520637,	-22.943683,	37.261029,	4.322383,	-5.627511,	7.485425,	0,	0,	0,
10.993010,	-23.374664,	39.032848,	4.346804,	-4.841802,	7.936859,	0,	0,	0,
11.364881,	-20.542677,	41.840005,	4.270689,	-5.398893,	8.036304,	0,	0,	0,
11.283432,	-21.074383,	43.870621,	4.247442,	-5.585467,	7.998219,	0,	0,	0,
11.144597,	-22.117357,	44.907696,	4.175316,	-5.356149,	8.353384,	0,	0,	0,
10.780385,	-21.826751,	46.907675,	4.168542,	-5.454221,	8.481062,	0,	0,	0,
10.540978,	-22.041862,	48.577447,	4.223285,	-5.412559,	8.697044,	0,	0,	0,
10.615944,	-22.004038,	50.400854,	4.070297,	-5.798038,	8.841742,	0,	0,	0,
